HITId,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.storageLink,Input.tags,Answer.nomore,Answer.notpossible,Answer.selectedtags_manual,Answer.selectedtags_tags
5,92,15,Mon Sep 02 08:52:05 PDT 2019,Mon Sep 02 09:05:19 PDT 2019,794,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,"Only other option is smile and there is no ""smile"" organization in this video.",{},{},"[""sports car"",""public relations""]"
5,93,19,Mon Sep 02 08:52:19 PDT 2019,Mon Sep 02 09:00:37 PDT 2019,498,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},No tags are relevant because none of them are referred to in the video.,{},[]
5,94,2,Mon Sep 02 08:52:51 PDT 2019,Mon Sep 02 08:53:18 PDT 2019,27,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},"it is a premier for a movie, no tags related",{},[]
5,95,25,Mon Sep 02 09:03:30 PDT 2019,Mon Sep 02 09:05:05 PDT 2019,95,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},"none of the tags mention film studios, cnn, media etc",{},[]
5,96,6,Mon Sep 02 08:52:39 PDT 2019,Mon Sep 02 08:54:53 PDT 2019,134,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},None of the tags describe organizations,{},[]
5,97,9,Mon Sep 02 08:52:27 PDT 2019,Mon Sep 02 08:57:56 PDT 2019,329,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,Doesn't mention batman or any of the celebrities,{},{},"[""sports car""]"
5,98,18,Mon Sep 02 08:59:51 PDT 2019,Mon Sep 02 09:05:37 PDT 2019,346,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,The clip showed actors from the dark knight movies being interviewed and the only tag any somewhat close is smile.,{},{},"[""smile""]"
5,99,14,Mon Sep 02 08:58:07 PDT 2019,Mon Sep 02 08:59:28 PDT 2019,81,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,none of the other tags refer to organizations relevant to the content of the video,{},{},"[""public relations""]"
5,100,4,Mon Sep 02 08:54:48 PDT 2019,Mon Sep 02 09:05:28 PDT 2019,640,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},{},{},"[""public relations"",""smile"",""sports car""]"
5,101,5,Mon Sep 02 08:54:58 PDT 2019,Mon Sep 02 09:07:48 PDT 2019,770,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,"maybe some can be related to cnn, media, production companies, etc.",{},{},"[""public relations""]"
5,102,24,Mon Sep 02 08:56:47 PDT 2019,Mon Sep 02 09:00:30 PDT 2019,223,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},"It is a red carpet event for the marvel movie of batman and joker, many celebrities being interviewed.",{},[]
5,103,13,Mon Sep 02 08:54:39 PDT 2019,Mon Sep 02 09:05:38 PDT 2019,659,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},The tags don't refer to any organizations in the video.,{},[]
5,104,23,Mon Sep 02 08:53:25 PDT 2019,Mon Sep 02 09:01:43 PDT 2019,498,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,{},{},{},"[""sports car"",""public relations"",""smile""]"
5,105,20,Mon Sep 02 08:52:11 PDT 2019,Mon Sep 02 09:04:41 PDT 2019,750,X-zLKAGEFmg.mp4,smile_###_sports car_###_public relations,Only three tags presented.,{},{},"[""public relations"",""smile"",""sports car""]"
6,106,23,Mon Sep 02 08:53:47 PDT 2019,Mon Sep 02 09:07:32 PDT 2019,825,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},{},{},"[""smile"",""public relations"",""company""]"
6,107,10,Mon Sep 02 08:52:44 PDT 2019,Mon Sep 02 08:55:12 PDT 2019,148,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,Smile is a very general tag and doesn't pertain to this specific clip or organizations.,{},{},"[""public relations"",""company""]"
6,108,25,Mon Sep 02 08:56:49 PDT 2019,Mon Sep 02 08:59:11 PDT 2019,142,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},none of the tags mention comet or lander or space etc.,{},[]
6,109,13,Mon Sep 02 08:54:03 PDT 2019,Mon Sep 02 09:03:41 PDT 2019,578,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},The tags don't refer to any organizations in the video.,{},[]
6,110,20,Mon Sep 02 08:52:17 PDT 2019,Mon Sep 02 09:05:11 PDT 2019,774,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},{},{},"[""smile"",""public relations"",""company""]"
6,111,19,Mon Sep 02 08:52:21 PDT 2019,Mon Sep 02 09:01:13 PDT 2019,532,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},No tags are relevant because none of them are referred to in the video.,{},[]
6,112,2,Mon Sep 02 08:54:32 PDT 2019,Mon Sep 02 08:54:48 PDT 2019,16,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},no relevant tags to a space lander or its mission,{},[]
6,113,16,Mon Sep 02 08:53:55 PDT 2019,Mon Sep 02 09:12:58 PDT 2019,1143,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},None of the tags are relevant because none of them relate to the European space agency that is mentioned in this news segment.,{},[]
6,114,5,Mon Sep 02 08:54:27 PDT 2019,Mon Sep 02 08:58:42 PDT 2019,255,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,"more need to be related to space, science, nasa",{},{},"[""public relations""]"
6,115,24,Mon Sep 02 08:56:38 PDT 2019,Mon Sep 02 08:59:28 PDT 2019,170,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,video is about a satellite named pheelia,The video is about philae lander being on the moon and capturing photographs of the area.,{},[]
6,116,6,Mon Sep 02 08:52:43 PDT 2019,Mon Sep 02 08:55:49 PDT 2019,186,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},None of the tags describe organizations,{},[]
6,117,15,Mon Sep 02 08:52:03 PDT 2019,Mon Sep 02 09:00:05 PDT 2019,482,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},{},{},"[""company"",""public relations"",""smile""]"
6,118,4,Mon Sep 02 08:54:47 PDT 2019,Mon Sep 02 09:00:25 PDT 2019,338,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},{},{},"[""company"",""smile"",""public relations""]"
6,119,9,Mon Sep 02 08:52:12 PDT 2019,Mon Sep 02 08:54:33 PDT 2019,141,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},doesn't mention the satellite or space,{},[]
6,120,1,Mon Sep 02 08:53:04 PDT 2019,Mon Sep 02 09:00:33 PDT 2019,449,8vdw-1aK6-o.mp4,smile_###_company_###_public relations,{},None seem appropriate to the video.,{},[]
3,121,26,Tue Sep 10 05:58:43 PDT 2019,Tue Sep 10 06:01:11 PDT 2019,148,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},{},{},"[""public relations"",""smile"",""community""]"
3,122,11,Tue Sep 10 05:58:26 PDT 2019,Tue Sep 10 06:11:13 PDT 2019,767,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,"This has to do with pistachio farming, the other tags are much too broad.",{},{},"[""community""]"
3,123,3,Tue Sep 10 06:09:02 PDT 2019,Tue Sep 10 06:28:06 PDT 2019,1144,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,No other tags are relevant to the video clip as they do not match what is going on in the video.,{},{},"[""community""]"
3,124,8,Tue Sep 10 06:09:28 PDT 2019,Tue Sep 10 06:12:08 PDT 2019,160,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,"The tags listed don't really have anything to do with the video. Community does, since this is about a community.",{},{},"[""community""]"
3,125,12,Tue Sep 10 05:58:57 PDT 2019,Tue Sep 10 06:03:14 PDT 2019,257,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,The video has nothing to do with the other tags,{},{},"[""community""]"
3,126,22,Tue Sep 10 06:00:16 PDT 2019,Tue Sep 10 06:03:43 PDT 2019,207,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,"There were really no organizations mentioned, unless you consider Government an organization",{},{},"[""community"",""public relations""]"
3,127,24,Tue Sep 10 05:58:59 PDT 2019,Tue Sep 10 06:00:11 PDT 2019,72,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},This video is about crops and the struggle IRAN is having with the ground,{},[]
3,128,9,Tue Sep 10 05:58:38 PDT 2019,Tue Sep 10 06:14:20 PDT 2019,942,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},doesn't mention anything to do with video,{},[]
3,129,7,Tue Sep 10 06:00:17 PDT 2019,Tue Sep 10 06:02:33 PDT 2019,136,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,"There was no mention of college or public relations, or of them being a driver or method of improving things.",{},{},"[""smile"",""community""]"
3,130,4,Tue Sep 10 06:22:49 PDT 2019,Tue Sep 10 06:26:51 PDT 2019,242,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},tags need to be farming news production type tags,{},[]
3,131,16,Tue Sep 10 06:00:24 PDT 2019,Tue Sep 10 06:01:52 PDT 2019,88,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},"This clip is about farmers facing a water shortage in Iran, so none of these 4 tags really refers to any specific organization mentioned in this clip.",{},[]
3,132,14,Tue Sep 10 06:00:03 PDT 2019,Tue Sep 10 06:02:34 PDT 2019,151,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,other people tags have no meaningful relevance to the content,{},{},"[""community""]"
3,133,2,Tue Sep 10 06:06:27 PDT 2019,Tue Sep 10 06:07:46 PDT 2019,79,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,this should have tags related to the government or farm organizations,{},{},"[""community""]"
3,134,21,Tue Sep 10 05:58:30 PDT 2019,Tue Sep 10 06:00:38 PDT 2019,128,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},{},{},"[""smile"",""public relations"",""community""]"
3,135,23,Tue Sep 10 06:08:59 PDT 2019,Tue Sep 10 06:10:21 PDT 2019,82,nd_xKdNIIpk.mp4,smile_###_college_###_community_###_public relations,{},{},{},"[""community"",""public relations"",""smile""]"
