ItemIndex,Item,Repetition,Rater,RaterIndex,Relevance
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,19,19,0
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,22,22,0
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,23,23,0
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,29,29,0
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,30,30,0
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,33,33,0
296,lVMN_iO62Dc.mp4-cartoon character,Repetition 1,34,34,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,3,3,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,6,6,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,7,7,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,8,8,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,10,10,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,12,12,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,16,16,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,19,19,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,22,22,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,23,23,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,29,29,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,30,30,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,33,33,0
297,lVMN_iO62Dc.mp4-everywhere,Repetition 1,34,34,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,2,2,1
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,3,3,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,5,5,1
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,6,6,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,7,7,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,8,8,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,12,12,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,13,13,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,16,16,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,19,19,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,22,22,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,30,30,1
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,32,32,0
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,33,33,1
298,lVMN_iO62Dc.mp4-formal wear,Repetition 1,34,34,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,2,2,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,3,3,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,5,5,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,6,6,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,7,7,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,8,8,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,12,12,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,13,13,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,16,16,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,19,19,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,22,22,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,30,30,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,32,32,0
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,33,33,1
299,lVMN_iO62Dc.mp4-road trip,Repetition 1,34,34,1
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,2,2,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,3,3,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,5,5,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,6,6,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,7,7,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,8,8,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,12,12,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,13,13,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,16,16,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,19,19,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,22,22,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,30,30,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,32,32,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,33,33,0
300,lVMN_iO62Dc.mp4-photograph,Repetition 1,34,34,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,2,2,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,3,3,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,5,5,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,6,6,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,7,7,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,8,8,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,12,12,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,13,13,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,16,16,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,19,19,0
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,22,22,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,30,30,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,32,32,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,33,33,1
301,lVMN_iO62Dc.mp4-personal luxury car,Repetition 1,34,34,1
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,2,2,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,3,3,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,5,5,1
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,6,6,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,7,7,1
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,8,8,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,12,12,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,13,13,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,16,16,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,19,19,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,22,22,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,30,30,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,32,32,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,33,33,0
302,lVMN_iO62Dc.mp4-convertible,Repetition 1,34,34,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,2,2,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,3,3,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,5,5,0
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,6,6,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,7,7,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,8,8,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,12,12,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,13,13,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,16,16,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,19,19,0
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,22,22,0
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,30,30,0
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,32,32,0
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,33,33,1
303,lVMN_iO62Dc.mp4-land vehicle,Repetition 1,34,34,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,2,2,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,3,3,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,5,5,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,6,6,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,7,7,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,8,8,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,12,12,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,13,13,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,16,16,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,19,19,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,22,22,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,30,30,0
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,32,32,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,33,33,1
304,lVMN_iO62Dc.mp4-executive car,Repetition 1,34,34,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,2,2,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,3,3,1
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,5,5,1
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,6,6,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,7,7,1
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,8,8,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,12,12,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,13,13,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,16,16,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,19,19,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,22,22,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,30,30,1
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,32,32,0
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,33,33,1
305,lVMN_iO62Dc.mp4-compact car,Repetition 1,34,34,1
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,2,2,1
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,3,3,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,5,5,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,6,6,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,7,7,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,8,8,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,12,12,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,13,13,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,16,16,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,19,19,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,22,22,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,30,30,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,32,32,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,33,33,0
306,lVMN_iO62Dc.mp4-submarine,Repetition 1,34,34,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,2,2,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,3,3,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,5,5,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,6,6,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,7,7,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,8,8,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,12,12,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,13,13,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,16,16,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,19,19,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,22,22,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,30,30,0
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,32,32,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,33,33,1
307,lVMN_iO62Dc.mp4-tank frame,Repetition 1,34,34,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,2,2,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,3,3,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,5,5,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,6,6,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,7,7,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,8,8,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,12,12,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,13,13,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,16,16,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,19,19,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,22,22,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,30,30,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,32,32,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,33,33,0
308,lVMN_iO62Dc.mp4-things,Repetition 1,34,34,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,2,2,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,3,3,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,7,7,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,8,8,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,10,10,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,12,12,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,14,14,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,16,16,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,19,19,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,22,22,1
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,25,25,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,29,29,1
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,30,30,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,33,33,0
309,lVMN_iO62Dc.mp4-automotive mirror,Repetition 1,34,34,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,2,2,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,3,3,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,7,7,1
310,lVMN_iO62Dc.mp4-sky,Repetition 1,8,8,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,10,10,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,12,12,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,14,14,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,16,16,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,19,19,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,22,22,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,25,25,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,29,29,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,30,30,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,33,33,0
310,lVMN_iO62Dc.mp4-sky,Repetition 1,34,34,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,2,2,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,3,3,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,7,7,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,8,8,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,10,10,1
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,12,12,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,14,14,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,16,16,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,19,19,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,22,22,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,25,25,1
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,29,29,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,30,30,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,33,33,0
311,lVMN_iO62Dc.mp4-tuxedo,Repetition 1,34,34,1
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,2,2,1
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,3,3,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,7,7,1
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,8,8,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,10,10,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,12,12,1
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,14,14,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,16,16,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,19,19,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,22,22,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,25,25,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,29,29,1
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,30,30,0
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,33,33,1
312,lVMN_iO62Dc.mp4-full size car,Repetition 1,34,34,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,2,2,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,3,3,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,7,7,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,8,8,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,10,10,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,12,12,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,14,14,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,16,16,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,19,19,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,22,22,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,25,25,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,29,29,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,30,30,1
313,lVMN_iO62Dc.mp4-race car,Repetition 1,33,33,0
313,lVMN_iO62Dc.mp4-race car,Repetition 1,34,34,1
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,2,2,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,3,3,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,7,7,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,8,8,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,10,10,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,12,12,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,14,14,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,16,16,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,19,19,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,22,22,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,25,25,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,29,29,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,30,30,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,33,33,0
314,lVMN_iO62Dc.mp4-automotive window part,Repetition 1,34,34,0
315,lVMN_iO62Dc.mp4-driving,Repetition 1,2,2,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,3,3,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,7,7,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,8,8,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,10,10,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,12,12,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,14,14,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,16,16,0
315,lVMN_iO62Dc.mp4-driving,Repetition 1,19,19,0
315,lVMN_iO62Dc.mp4-driving,Repetition 1,22,22,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,25,25,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,29,29,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,30,30,0
315,lVMN_iO62Dc.mp4-driving,Repetition 1,33,33,1
315,lVMN_iO62Dc.mp4-driving,Repetition 1,34,34,1
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,2,2,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,3,3,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,7,7,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,8,8,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,10,10,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,12,12,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,14,14,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,16,16,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,19,19,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,22,22,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,25,25,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,29,29,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,30,30,0
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,33,33,1
316,lVMN_iO62Dc.mp4-crossover suv,Repetition 1,34,34,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,2,2,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,3,3,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,7,7,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,8,8,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,10,10,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,12,12,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,14,14,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,16,16,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,19,19,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,22,22,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,25,25,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,29,29,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,30,30,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,33,33,0
317,lVMN_iO62Dc.mp4-electric car,Repetition 1,34,34,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,2,2,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,3,3,1
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,7,7,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,8,8,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,10,10,1
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,12,12,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,14,14,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,16,16,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,19,19,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,22,22,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,25,25,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,29,29,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,30,30,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,33,33,0
318,lVMN_iO62Dc.mp4-demographic,Repetition 1,34,34,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,2,2,1
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,3,3,1
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,7,7,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,8,8,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,10,10,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,12,12,1
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,14,14,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,16,16,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,19,19,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,22,22,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,25,25,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,29,29,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,30,30,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,33,33,0
319,lVMN_iO62Dc.mp4-Nickelodeon,Repetition 1,34,34,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,2,2,1
320,lVMN_iO62Dc.mp4-beast,Repetition 1,3,3,1
320,lVMN_iO62Dc.mp4-beast,Repetition 1,7,7,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,8,8,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,10,10,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,12,12,1
320,lVMN_iO62Dc.mp4-beast,Repetition 1,14,14,1
320,lVMN_iO62Dc.mp4-beast,Repetition 1,16,16,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,19,19,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,22,22,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,25,25,1
320,lVMN_iO62Dc.mp4-beast,Repetition 1,29,29,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,30,30,0
320,lVMN_iO62Dc.mp4-beast,Repetition 1,33,33,1
320,lVMN_iO62Dc.mp4-beast,Repetition 1,34,34,0
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,2,2,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,3,3,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,6,6,0
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,7,7,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,8,8,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,9,9,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,12,12,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,16,16,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,20,20,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,21,21,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,22,22,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,29,29,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,32,32,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,33,33,1
321,lVMN_iO62Dc.mp4-bodyguard,Repetition 1,34,34,1
322,lVMN_iO62Dc.mp4-event,Repetition 1,2,2,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,3,3,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,6,6,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,7,7,1
322,lVMN_iO62Dc.mp4-event,Repetition 1,8,8,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,9,9,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,12,12,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,16,16,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,20,20,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,21,21,0
322,lVMN_iO62Dc.mp4-event,Repetition 1,22,22,0
